vote,county,town,village,no,name,party,gender,birth,age,birth_place,education,is_current,is_win,is_no2,has_account
107年縣(市)議員選舉,彰化縣,彰化縣第01選區,,3,黄建閎,無黨籍及未經政黨推薦,男,'0681118,39,臺灣省,碩士,N," "," ",N
107年縣(市)議員選舉,彰化縣,彰化縣第01選區,,4,楊富鈞,民主進步黨,男,'0680703,39,臺灣省,碩士,N," "," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第01選區,,5,黃明忠,無黨籍及未經政黨推薦,男,'0551120,52,臺灣省,高中,N," "," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第01選區,,6,許原龍,中國國民黨,男,'0510328,56,臺灣省,高中(職)以下,Y,*," ",N
107年縣(市)議員選舉,彰化縣,彰化縣第01選區,,7,劉玲惠,民主進步黨,女,'0471019,60,臺中市,專科,N," "," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第01選區,,8,陳清峰,中華統一促進黨,男,'0570506,50,臺灣省,高中(職)以下,N," "," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第01選區,,9,顧黃水花,中國國民黨,女,'0420120,65,臺灣省,高中(職)以下,Y,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第01選區,,10,吳韋達,時代力量,男,'0730227,34,臺灣省,博士,N,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第01選區,,11,黃千宴,中國國民黨,女,'0611226,45,臺灣省,碩士,N,*," ",N
107年縣(市)議員選舉,彰化縣,彰化縣第01選區,,12,葉繼元,無黨籍及未經政黨推薦,男,'0740203,33,臺灣省,碩士,N," "," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第01選區,,13,洪柏葳,無黨籍及未經政黨推薦,男,'0780723,29,臺灣省,高中,N,*," ",N
107年縣(市)議員選舉,彰化縣,彰化縣第01選區,,14,莊陞漢,民主進步黨,男,'0670207,40,臺灣省,碩士,N,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第01選區,,15,林維浩,民主進步黨,男,'0580718,49,臺灣省,碩士,N," "," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第01選區,,16,温芝樺,中國國民黨,女,'0690528,38,臺灣省,大學,N,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第01選區,,17,林茂明,無黨籍及未經政黨推薦,男,'0470725,60,臺灣省,高中,Y,*," ",N
107年縣(市)議員選舉,彰化縣,彰化縣第01選區,,18,陳銌銌,無黨籍及未經政黨推薦,女,'0550809,52,臺灣省,碩士,N,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第01選區,,19,張瀚天,無黨籍及未經政黨推薦,男,'0570905,50,臺灣省,碩士,Y,*," ",N
107年縣(市)議員選舉,彰化縣,彰化縣第01選區,,20,李成濟,民主進步黨,男,'0580328,49,臺灣省,大學,N,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第01選區,,21,葉孟家,民主進步黨,男,'0661124,41,臺灣省,博士,N," "," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第01選區,,22,李寶銀,無黨籍及未經政黨推薦,女,'0670427,40,臺灣省,專科,N,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第02選區,,1,黃俊源,中國國民黨,男,'0591231,47,臺灣省,專科,N,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第02選區,,2,楊竣程,中國國民黨,男,'0641201,42,臺灣省,高中,Y,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第02選區,,3,陳秀寳,民主進步黨,女,'0611011,46,臺灣省,大學,Y,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第02選區,,4,楊妙月,民主進步黨,女,'0590105,48,臺灣省,高中,N,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第02選區,,5,許振烓,無黨籍及未經政黨推薦,男,'0490315,58,臺灣省,高中(職)以下,N," "," ",N
107年縣(市)議員選舉,彰化縣,彰化縣第02選區,,6,郭燕陵,無黨籍及未經政黨推薦,女,'0830104,24,臺灣省,大學,N,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第02選區,,7,葉國雄,民主進步黨,男,'0550604,52,臺灣省,專科,Y,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第02選區,,8,鄭敬議,無黨籍及未經政黨推薦,男,'0631119,44,臺灣省,大學,N," "," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第02選區,,9,凃淑媚,中國國民黨,女,'0530405,54,臺灣省,專科,Y,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第02選區,,10,林士堅,民主進步黨,男,'0590929,48,臺灣省,大學,Y," "," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第03選區,,1,尤瑞春,民主進步黨,女,'0510505,56,臺灣省,碩士,Y,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第03選區,,2,林庚壬,中國國民黨,男,'0510613,56,臺灣省,大學,Y,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第03選區,,3,柯振杯,中國國民黨,男,'0490120,58,臺灣省,高中(職)以下,N,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第03選區,,4,王國忠,民主進步黨,男,'0510606,56,臺中市,高中,N," "," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第03選區,,5,賴清美,民主進步黨,女,'0501220,56,臺灣省,高中(職)以下,Y,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第03選區,,6,施嘉華,中國國民黨,男,'0740904,33,臺灣省,大學,N,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第03選區,,7,蕭文雄,無黨籍及未經政黨推薦,男,'0470925,60,臺灣省,高中(職)以下,Y," "," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第03選區,,8,林宗翰,無黨籍及未經政黨推薦,男,'0580322,49,臺灣省,高中,Y,*," ",N
107年縣(市)議員選舉,彰化縣,彰化縣第04選區,,1,曹嘉豪,中國國民黨,男,'0701105,37,臺灣省,專科,Y,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第04選區,,2,張雪如,無黨籍及未經政黨推薦,女,'0550513,52,臺灣省,大學,Y,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第04選區,,3,凃俊任,中國國民黨,男,'0670801,40,臺灣省,碩士,N,*," ",N
107年縣(市)議員選舉,彰化縣,彰化縣第04選區,,4,張錦昆,中國國民黨,男,'0540302,53,臺灣省,碩士,N,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第04選區,,5,劉惠娟,中國國民黨,女,'0610308,46,臺灣省,碩士,Y,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第04選區,,6,江武飛,民主進步黨,男,'0640812,43,臺灣省,碩士,N," "," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第04選區,,7,張素芬,民主進步黨,女,'0480715,59,臺灣省,高中,N," "," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第04選區,,8,葉麗娟,中國國民黨,女,'0431219,63,臺灣省,高中,Y," "," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第04選區,,9,黃正盛,中國國民黨,男,'0670919,40,臺灣省,高中,Y,*," ",N
107年縣(市)議員選舉,彰化縣,彰化縣第04選區,,10,賴澤民,民主進步黨,男,'0731102,34,臺灣省,大學,Y,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第04選區,,11,張欣倩,民主進步黨,女,'0750530,32,臺灣省,專科,N,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第04選區,,12,黃金堂,民主進步黨,男,'0481205,58,高雄市,高中,N," "," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第04選區,,13,江吉存,無黨籍及未經政黨推薦,男,'0550810,52,臺灣省,碩士,N," "," ",N
107年縣(市)議員選舉,彰化縣,彰化縣第05選區,,1,張國閔,民主進步黨,男,'0500101,57,臺灣省,高中,N," "," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第05選區,,2,許晋揚,中國國民黨,男,'0730625,34,臺灣省,大學,N,*," ",N
107年縣(市)議員選舉,彰化縣,彰化縣第05選區,,3,洪本成,中國國民黨,男,'0531224,53,臺灣省,高中(職)以下,N,*," ",N
107年縣(市)議員選舉,彰化縣,彰化縣第05選區,,4,陳玉姬,中國國民黨,女,'0521210,54,臺灣省,碩士,N,*," ",N
107年縣(市)議員選舉,彰化縣,彰化縣第05選區,,5,歐陽蓁珠,民主進步黨,女,'0441210,62,臺灣省,高中,Y," "," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第05選區,,6,張春洋,無黨籍及未經政黨推薦,男,'0490626,58,臺灣省,高中,Y,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第05選區,,7,李清木,民主進步黨,男,'0610919,46,臺灣省,高中,Y," "," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第05選區,,8,陳重嘉,無黨籍及未經政黨推薦,男,'0700119,37,臺灣省,碩士,Y,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第06選區,,1,鄭俊雄,中國國民黨,男,'0500122,57,臺灣省,碩士,N,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第06選區,,2,張源清,無黨籍及未經政黨推薦,男,'0501004,57,臺灣省,碩士,N," "," ",N
107年縣(市)議員選舉,彰化縣,彰化縣第06選區,,3,許書維,民主進步黨,男,'0620326,45,臺灣省,專科,Y,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第06選區,,4,蕭如意,中國國民黨,男,'0440610,63,臺灣省,高中,Y,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第06選區,,5,陳正忠,無黨籍及未經政黨推薦,男,'0600902,47,臺灣省,高中,N," "," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第06選區,,6,蕭淑芬,無黨籍及未經政黨推薦,女,'0570515,50,臺灣省,專科,Y,!," ",N
107年縣(市)議員選舉,彰化縣,彰化縣第06選區,,7,劉景滄,無黨籍及未經政黨推薦,男,'0590225,48,臺灣省,大學,Y,-," ",N
107年縣(市)議員選舉,彰化縣,彰化縣第07選區,,1,黃盛祿,民主進步黨,男,'0480219,59,臺灣省,專科,N,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第07選區,,2,謝典霖,中國國民黨,男,'0680816,39,臺灣省,大學,Y,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第07選區,,3,莊燈堯,無黨籍及未經政黨推薦,男,'0760406,31,臺灣省,大學,N," "," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第07選區,,4,江熊一楓,民主進步黨,女,'0410611,66,臺灣省,碩士,Y,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第07選區,,5,李浩誠,中國國民黨,男,'0620925,45,臺灣省,大學,Y,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第07選區,,6,吳錦潭,無黨籍及未經政黨推薦,男,'0460706,61,臺灣省,高中,N," "," ",N
107年縣(市)議員選舉,彰化縣,彰化縣第07選區,,7,劉淑芳,中國國民黨,女,'0480802,59,臺灣省,碩士,Y,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第08選區,,1,陳適當,無黨籍及未經政黨推薦,男,'0460620,61,臺灣省,大學,N," "," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第08選區,,2,洪于仗,無黨籍及未經政黨推薦,男,'0620828,45,臺灣省,大學,N," "," ",N
107年縣(市)議員選舉,彰化縣,彰化縣第08選區,,3,張國棟,中國國民黨,男,'0471210,59,臺灣省,高中,N,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第08選區,,4,陳一惇,中國國民黨,男,'0631130,43,臺灣省,大學,Y,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第08選區,,5,謝彥慧,中國國民黨,女,'0630325,44,臺灣省,碩士,Y,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第08選區,,6,蔡家豪,無黨籍及未經政黨推薦,男,'0750116,32,臺灣省,高中,N,*," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第08選區,,7,吳淑娟,無黨籍及未經政黨推薦,女,'0441110,63,臺灣省,高中,Y,*," ",N
107年縣(市)議員選舉,彰化縣,彰化縣第08選區,,8,洪騰明,民主進步黨,男,'0640225,43,臺灣省,大學,N," "," ",Y
107年縣(市)議員選舉,彰化縣,彰化縣第08選區,,9,蔡金蓮,民主進步黨,女,'0441026,63,臺南市,高中,N," "," ",Y
107年縣(市)議員選舉,南投縣,南投縣第01選區,,1,于秀英,無黨籍及未經政黨推薦,女,'0540717,53,臺中市,高中(職)以下,Y,*," ",Y
107年縣(市)議員選舉,南投縣,南投縣第01選區,,2,張嘉哲,無黨籍及未經政黨推薦,男,'0701126,36,臺灣省,碩士,N,*," ",Y
107年縣(市)議員選舉,南投縣,南投縣第01選區,,3,林威崴,無黨籍及未經政黨推薦,女,'0510718,56,臺灣省,高中,N," "," ",N
107年縣(市)議員選舉,南投縣,南投縣第01選區,,4,洪明科,無黨籍及未經政黨推薦,男,'0600827,47,臺灣省,專科,Y,*," ",N
107年縣(市)議員選舉,南投縣,南投縣第01選區,,5,史雪燕,中國國民黨,女,'0650717,42,其他,其他,N," "," ",Y
107年縣(市)議員選舉,南投縣,南投縣第01選區,,6,游宏達,無黨籍及未經政黨推薦,男,'0580623,49,臺灣省,碩士,Y," "," ",N
107年縣(市)議員選舉,南投縣,南投縣第01選區,,7,蔡宗智,無黨籍及未經政黨推薦,男,'0680823,39,臺灣省,專科,Y,*," ",Y
107年縣(市)議員選舉,南投縣,南投縣第01選區,,8,陳翰立,民主進步黨,男,'0680829,39,臺中市,其他,Y,*," ",Y
107年縣(市)議員選舉,南投縣,南投縣第01選區,,9,江國彬,無黨籍及未經政黨推薦,男,'0550310,52,臺灣省,專科,N," "," ",N
107年縣(市)議員選舉,南投縣,南投縣第01選區,,10,羅美玲,民主進步黨,女,'0580501,49,其他,碩士,Y,*," ",Y
107年縣(市)議員選舉,南投縣,南投縣第01選區,,11,張維華,中國國民黨,男,'0600717,47,臺中市,碩士,Y,*," ",Y
107年縣(市)議員選舉,南投縣,南投縣第01選區,,12,賴燕雪,民主進步黨,女,'0530418,54,臺灣省,碩士,Y,*," ",Y
107年縣(市)議員選舉,南投縣,南投縣第01選區,,13,王永慶,無黨籍及未經政黨推薦,男,'0511024,56,臺灣省,高中,N," "," ",Y
107年縣(市)議員選舉,南投縣,南投縣第01選區,,14,曾振炎,中國國民黨,男,'0500401,57,臺灣省,高中,Y,*," ",Y
107年縣(市)議員選舉,南投縣,南投縣第01選區,,15,莊文斌,中國國民黨,男,'0450526,62,臺灣省,高中,Y,*," ",Y
107年縣(市)議員選舉,南投縣,南投縣第01選區,,16,洪浩原,無黨籍及未經政黨推薦,男,'0740607,33,臺中市,碩士,N," "," ",N
107年縣(市)議員選舉,南投縣,南投縣第02選區,,1,洪巧娟,民主進步黨,女,'0800925,27,臺灣省,大學,N," "," ",Y
107年縣(市)議員選舉,南投縣,南投縣第02選區,,2,李洲忠,中國國民黨,男,'0511215,55,臺灣省,專科,Y,*," ",Y
107年縣(市)議員選舉,南投縣,南投縣第02選區,,3,蔡銘軒,民主進步黨,男,'0730827,34,臺灣省,大學,N,*," ",Y
107年縣(市)議員選舉,南投縣,南投縣第02選區,,4,莊士傑,無黨籍及未經政黨推薦,男,'0620205,45,臺灣省,專科,N,*," ",N
107年縣(市)議員選舉,南投縣,南投縣第02選區,,5,簡賜勝,無黨籍及未經政黨推薦,男,'0560301,51,臺灣省,專科,Y,*," ",Y
107年縣(市)議員選舉,南投縣,南投縣第02選區,,6,李幸花,無黨籍及未經政黨推薦,女,'0541103,53,臺灣省,專科,N," "," ",Y
107年縣(市)議員選舉,南投縣,南投縣第02選區,,7,莊惠惠,無黨籍及未經政黨推薦,女,'0741121,33,臺灣省,碩士,N," "," ",Y
107年縣(市)議員選舉,南投縣,南投縣第02選區,,8,張永輝,無黨籍及未經政黨推薦,男,'0510215,56,臺灣省,專科,N,*," ",Y
107年縣(市)議員選舉,南投縣,南投縣第02選區,,9,廖梓佑,民主進步黨,女,'0471130,59,臺灣省,大學,Y,*," ",Y
107年縣(市)議員選舉,南投縣,南投縣第02選區,,10,陳國大,無黨籍及未經政黨推薦,男,'0430103,64,臺灣省,碩士,N," "," ",N
107年縣(市)議員選舉,南投縣,南投縣第02選區,,11,唐曉棻,中國國民黨,女,'0570409,50,臺灣省,高中,N,*," ",N
107年縣(市)議員選舉,南投縣,南投縣第02選區,,12,簡峻庭,無黨籍及未經政黨推薦,男,'0420201,65,臺灣省,專科,Y,*," ",Y
107年縣(市)議員選舉,南投縣,南投縣第03選區,,1,王秋淑,民主進步黨,女,'0620812,45,臺灣省,大學,N," "," ",Y
107年縣(市)議員選舉,南投縣,南投縣第03選區,,2,李雲龍,無黨籍及未經政黨推薦,男,'0440328,63,臺灣省,高中,N," "," ",N
107年縣(市)議員選舉,南投縣,南投縣第03選區,,3,謝明謀,中國國民黨,男,'0390415,68,臺灣省,專科,Y,*," ",N
107年縣(市)議員選舉,南投縣,南投縣第03選區,,4,陳昭煜,民主進步黨,男,'0511114,56,臺灣省,碩士,Y,*," ",Y
107年縣(市)議員選舉,南投縣,南投縣第03選區,,5,蕭志全,中國國民黨,男,'0520519,55,臺灣省,高中,Y,*," ",N
107年縣(市)議員選舉,南投縣,南投縣第03選區,,6,陳淑惠,中國國民黨,女,'0461225,60,臺灣省,專科,Y,*," ",N
107年縣(市)議員選舉,南投縣,南投縣第04選區,,1,吳瑞芳,無黨籍及未經政黨推薦,女,'0460108,61,臺灣省,高中,Y,*," ",N
107年縣(市)議員選舉,南投縣,南投縣第04選區,,2,張志銘,民主進步黨,男,'0520415,55,臺灣省,碩士,Y," "," ",Y
107年縣(市)議員選舉,南投縣,南投縣第04選區,,3,何勝豐,中國國民黨,男,'0460312,61,臺灣省,碩士,Y,*," ",N
107年縣(市)議員選舉,南投縣,南投縣第04選區,,4,蔡孟娥,無黨籍及未經政黨推薦,女,'0571029,50,臺灣省,專科,N,*," ",N
107年縣(市)議員選舉,南投縣,南投縣第04選區,,5,游顥,中國國民黨,男,'0720911,35,臺灣省,碩士,N,*," ",Y
107年縣(市)議員選舉,南投縣,南投縣第04選區,,6,陳玉鈴,民主進步黨,女,'0560401,51,臺灣省,大學,N," "," ",Y
107年縣(市)議員選舉,南投縣,南投縣第04選區,,7,黃東灝,中國國民黨,男,'0490126,58,臺灣省,高中(職)以下,N,*," ",N
107年縣(市)議員選舉,南投縣,南投縣第04選區,,8,林本立,無黨籍及未經政黨推薦,男,'0421113,65,臺灣省,高中,N," "," ",N
107年縣(市)議員選舉,南投縣,南投縣第04選區,,9,蔡易呈,中國國民黨,男,'0711223,35,臺灣省,碩士,N," "," ",N
107年縣(市)議員選舉,南投縣,南投縣第05選區,,1,葉仁創,民主進步黨,男,'0640924,43,臺灣省,碩士,N,*," ",Y
107年縣(市)議員選舉,南投縣,南投縣第05選區,,2,戴世詮,無黨籍及未經政黨推薦,男,'0570523,50,臺灣省,專科,N,*," ",N
107年縣(市)議員選舉,南投縣,南投縣第05選區,,3,潘一全,中國國民黨,男,'0591126,47,臺灣省,大學,Y,*," ",N
107年縣(市)議員選舉,南投縣,南投縣第05選區,,4,陳宜君,民主進步黨,女,'0551017,52,臺灣省,大學,N,*," ",Y
107年縣(市)議員選舉,南投縣,南投縣第05選區,,5,王彩雲,中國國民黨,女,'0510930,56,臺灣省,專科,Y,*," ",N
107年縣(市)議員選舉,南投縣,南投縣第05選區,,6,林芳伃,中國國民黨,女,'0510528,56,臺灣省,碩士,Y,*," ",Y
107年縣(市)議員選舉,南投縣,南投縣第05選區,,7,何惠娟,民主進步黨,女,'0531216,53,臺灣省,高中,N," "," ",N
107年縣(市)議員選舉,南投縣,南投縣第05選區,,8,黃世芳,中國國民黨,男,'0650109,42,臺灣省,碩士,N,*," ",Y
107年縣(市)議員選舉,南投縣,南投縣第05選區,,9,楊淑芬,無黨籍及未經政黨推薦,女,'0590215,48,臺灣省,高中,N," "," ",N
107年縣(市)議員選舉,南投縣,南投縣第05選區,,10,黃正男,無黨籍及未經政黨推薦,男,'0560201,51,臺灣省,高中,N," "," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第01選區,,1,陳俊傑,無黨籍及未經政黨推薦,男,'0610807,46,臺灣省,高中,N," "," ",N
107年縣(市)議員選舉,雲林縣,雲林縣第01選區,,2,廖郁賢,時代力量,女,'0800928,27,臺灣省,大學,N,*," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第01選區,,3,江宗保,民主進步黨,男,'0600803,47,臺灣省,大學,N," "," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第01選區,,4,邱世文,無黨籍及未經政黨推薦,男,'0550610,52,臺灣省,大學,N,*," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第01選區,,5,蘇于珊,中國國民黨,女,'0481109,59,臺南市,高中,N,*," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第01選區,,6,李政達,民主進步黨,男,'0610905,46,臺灣省,大學,N," "," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第01選區,,7,李建昇,民主進步黨,男,'0490219,58,臺灣省,碩士,Y,*," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第01選區,,8,李建志,無黨籍及未經政黨推薦,男,'0580526,49,臺灣省,碩士,Y,*," ",N
107年縣(市)議員選舉,雲林縣,雲林縣第01選區,,9,陳亮良,中國國民黨,男,'0571202,49,臺灣省,碩士,N," "," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第01選區,,10,林岳璋,無黨籍及未經政黨推薦,男,'0600724,47,臺灣省,高中,Y,*," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第01選區,,11,林武文,無黨籍及未經政黨推薦,男,'0461014,61,臺灣省,碩士,N," "," ",N
107年縣(市)議員選舉,雲林縣,雲林縣第01選區,,12,周秀月,民主進步黨,女,'0450915,62,臺灣省,碩士,Y," "," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第01選區,,13,鍾明馨,無黨籍及未經政黨推薦,男,'0550105,52,臺灣省,高中(職)以下,Y,*," ",N
107年縣(市)議員選舉,雲林縣,雲林縣第01選區,,14,鄭自勤,無黨籍及未經政黨推薦,男,'0690408,38,臺灣省,大學,N," "," ",N
107年縣(市)議員選舉,雲林縣,雲林縣第01選區,,15,賴淑娞,中國國民黨,女,'0510622,56,臺灣省,碩士,Y,*," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第01選區,,16,王又民,無黨籍及未經政黨推薦,男,'0630124,44,臺灣省,碩士,Y,*," ",N
107年縣(市)議員選舉,雲林縣,雲林縣第01選區,,17,江文登,民主進步黨,男,'0600130,47,臺灣省,高中,Y,*," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第02選區,,1,陳毅弘,民主進步黨,男,'0590130,48,臺灣省,大學,N," "," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第02選區,,2,陳樹吉,無黨籍及未經政黨推薦,男,'0441210,62,臺灣省,高中,Y,*," ",N
107年縣(市)議員選舉,雲林縣,雲林縣第02選區,,3,黃忠興,無黨籍及未經政黨推薦,男,'0450426,62,臺灣省,專科,N," "," ",N
107年縣(市)議員選舉,雲林縣,雲林縣第02選區,,4,張庭綺,民主進步黨,女,'0690807,38,臺灣省,大學,N,*," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第02選區,,5,蔡東富,無黨籍及未經政黨推薦,男,'0480513,59,臺灣省,高中,Y,*," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第02選區,,6,賴明源,無黨籍及未經政黨推薦,男,'0530710,54,臺灣省,高中(職)以下,Y,*," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第02選區,,7,黃高明,無黨籍及未經政黨推薦,男,'0520818,55,臺灣省,大學,N," "," ",N
107年縣(市)議員選舉,雲林縣,雲林縣第02選區,,8,鐘泰荃,民主進步黨,男,'0491012,58,臺灣省,高中(職)以下,N," "," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第02選區,,9,顏忠義,無黨籍及未經政黨推薦,男,'0610114,46,臺灣省,高中,N,*," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第02選區,,10,王秋足,中國國民黨,女,'0431023,64,臺灣省,高中,Y,*," ",N
107年縣(市)議員選舉,雲林縣,雲林縣第03選區,,1,陳乙辰,無黨籍及未經政黨推薦,男,'0760310,31,臺灣省,大學,N," "," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第03選區,,2,黃凱,無黨籍及未經政黨推薦,男,'0630209,44,臺灣省,專科,Y,*," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第03選區,,3,林富源,無黨籍及未經政黨推薦,男,'0600810,47,臺灣省,高中,N," "," ",N
107年縣(市)議員選舉,雲林縣,雲林縣第03選區,,4,陳茂源,無黨籍及未經政黨推薦,男,'0590531,48,臺灣省,高中(職)以下,Y," "," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第03選區,,5,黃美瑤,無黨籍及未經政黨推薦,女,'0570920,50,臺灣省,專科,N,*," ",N
107年縣(市)議員選舉,雲林縣,雲林縣第03選區,,6,王鈺齊,台灣團結聯盟,女,'0630402,44,臺灣省,大學,N,*," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第03選區,,7,蔡明水,民主進步黨,男,'0460908,61,臺灣省,專科,N,*," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第03選區,,8,沈義隆,無黨籍及未經政黨推薦,男,'0621204,44,臺灣省,專科,N," "," ",N
107年縣(市)議員選舉,雲林縣,雲林縣第03選區,,9,郭武男,中國國民黨,男,'0531108,54,臺灣省,高中,N," "," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第03選區,,10,蔣尹瑄,無黨籍及未經政黨推薦,女,'0820131,25,高雄市,大學,N," "," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第03選區,,11,林文彬,民主進步黨,男,'0451214,61,臺灣省,碩士,N,*," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第03選區,,12,許維修,無黨籍及未經政黨推薦,男,'0650316,42,臺灣省,碩士,N," "," ",N
107年縣(市)議員選舉,雲林縣,雲林縣第03選區,,13,陳瑞雄,中國國民黨,男,'0491208,57,臺灣省,高中,Y," "," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第03選區,,14,蔡秋敏,民主進步黨,女,'0500206,57,臺灣省,碩士,Y," "," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第03選區,,15,陳俊龍,無黨籍及未經政黨推薦,男,'0580704,49,臺灣省,碩士,Y,*," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第03選區,,16,顏旭懋,民主進步黨,男,'0640913,43,臺灣省,專科,Y,*," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第03選區,,17,沈宗隆,中國國民黨,男,'0480427,59,臺灣省,高中(職)以下,Y,*," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第04選區,,1,廖錦珠,民主進步黨,女,'0460110,61,臺灣省,高中,Y," "," ",N
107年縣(市)議員選舉,雲林縣,雲林縣第04選區,,2,廖秋萍,民主進步黨,女,'0660530,41,臺灣省,大學,Y,*," ",Y
107年縣(市)議員選舉,雲林縣,雲林縣第04選區,,3,詹㨗凱,無黨籍及未經政黨推薦,男,'0430920,64,臺灣省,高中,N," "," ",N
107年縣(市)議員選舉,雲林縣,雲林縣第04選區,,4,游淑雲,無黨籍及未經政黨推薦,女,'0651205,41,臺灣省,專科,N,*," ",N
107年縣(市)議員選舉,雲林縣,雲林縣第04選區,,5,鍾政翰,時代力量,男,'0810127,26,臺灣省,大學,N," "," ",Y
