縣市,序號,擬參選人,選舉名稱,申報序號,個人捐贈收入,營利事業捐贈收入,政黨捐贈收入,人民團體捐贈收入,匿名捐贈收入,其他收入,收入小計,超過三萬元之收入總額,金錢收入總額,非金錢收入總額,人事費用支出,宣傳支出,租用宣傳車輛支出,租用競選辦事處支出,集會支出,交通旅運支出,雜支支出,返還捐贈支出,繳庫支出,公共關係費用支出,支出小計,超過三萬元之支出總額,金錢支出總額,非金錢支出總額,結算日專戶存款餘額,(加)購買金錢以外之財產,(減)變賣金錢以外之財產,餘額,收支結存內金錢餘額,金錢以外之財產,會計師事務所全名,會計師姓名,製表人,結算日期,申報日期,更正日期
苗栗縣,6,孟文源,107年縣(市)議員選舉,首次申報,69000.00,100000.00,0.00,0.00,2000.00,0.00,171000.00,100000.00,171000.00,0.00,0.00,174194.00,0.00,0.00,0.00,0.00,81610.00,0.00,0.00,0.00,255804.00,121650.00,255804.00,0.00,0.00,0.00,0.00,-84804.00,-84804.00,0.00,,,蘇錦莉,1071120,1080109,1080201
苗栗縣,7,林寶珠,107年縣(市)議員選舉,首次申報,50000.00,800000.00,0.00,0.00,0.00,1.00,850001.00,850000.00,850001.00,0.00,109200.00,364750.00,197050.00,0.00,110940.00,15000.00,102597.00,800000.00,0.00,0.00,1699537.00,1457160.00,1699537.00,0.00,1.00,0.00,0.00,-849536.00,-849536.00,0.00,,,林寶珠,1080128,1080119,1080131
苗栗縣,8,邱紹俊,107年縣(市)議員選舉,首次申報,570000.00,10000.00,0.00,0.00,0.00,0.00,580000.00,420000.00,580000.00,0.00,554160.00,272200.00,0.00,0.00,176005.00,52965.00,78949.00,0.00,0.00,0.00,1134279.00,891175.00,1134279.00,0.00,0.00,0.00,0.00,-554279.00,-554279.00,0.00,,,郭育菁,1071127,1071204,
苗栗縣,9,禹耀東,107年縣(市)議員選舉,首次申報,107600.00,13000.00,0.00,0.00,11370.00,0.00,131970.00,0.00,125600.00,6370.00,41600.00,84000.00,0.00,0.00,3000.00,0.00,3520.00,0.00,0.00,0.00,132120.00,125600.00,125750.00,6370.00,0.00,0.00,0.00,-150.00,-150.00,0.00,,,禹耀東,1071127,1080218,1080308
苗栗縣,10,孫素娥,107年縣(市)議員選舉,首次申報,331500.00,0.00,0.00,0.00,0.00,7.00,331507.00,300000.00,331507.00,0.00,155000.00,457524.00,231000.00,0.00,197397.00,41162.00,40756.00,0.00,0.00,0.00,1122839.00,906670.00,1122839.00,0.00,7.00,0.00,0.00,-791332.00,-791332.00,0.00,,,謝仁杰,1071223,1080220,
苗栗縣,11,徐功凡,107年縣(市)議員選舉,首次申報,33000.00,162000.00,0.00,0.00,12600.00,14.00,207614.00,50000.00,207614.00,0.00,14000.00,1063202.00,98250.00,36230.00,324150.00,3190.00,42711.00,15000.00,0.00,194400.00,1791133.00,1534252.00,1791133.00,0.00,14.00,0.00,0.00,-1583519.00,-1583519.00,0.00,,,徐功凡,1080215,1080218,
苗栗縣,12,徐永煌,107年縣(市)議員選舉,首次申報,160000.00,200000.00,0.00,80000.00,0.00,1.00,440001.00,440000.00,440001.00,0.00,0.00,947667.00,32000.00,56500.00,969820.00,0.00,37143.00,0.00,0.00,121850.00,2164980.00,2031115.00,2164980.00,0.00,1.00,0.00,0.00,-1724979.00,-1724979.00,0.00,,,徐永煌,1071221,1080215,
苗栗縣,13,徐曼珣,107年縣(市)議員選舉,首次申報,26000.00,0.00,0.00,0.00,1.00,3.00,26004.00,0.00,26004.00,0.00,0.00,491717.00,0.00,0.00,0.00,0.00,0.00,5000.00,0.00,0.00,496717.00,300400.00,496717.00,0.00,4.00,0.00,0.00,-470713.00,-470713.00,0.00,,,徐曼珣,1080219,1080220,
苗栗縣,14,徐欽鴻,107年縣(市)議員選舉,首次申報,1602000.00,530000.00,0.00,0.00,26800.00,53.00,2158853.00,1522000.00,2158853.00,0.00,200000.00,1312350.00,16216.00,6750.00,536400.00,0.00,122422.00,0.00,0.00,0.00,2194138.00,1978950.00,2194138.00,0.00,53.00,0.00,0.00,-35285.00,-35285.00,0.00,,,徐嘉鈞,1071221,1080214,
苗栗縣,15,徐筱菁,107年縣(市)議員選舉,首次申報,455600.00,100000.00,0.00,0.00,10000.00,7.00,565607.00,536000.00,565607.00,0.00,167500.00,202892.00,52000.00,0.00,23000.00,0.00,58037.00,50000.00,0.00,13500.00,566929.00,324600.00,566929.00,0.00,7.00,0.00,0.00,-1322.00,-1322.00,0.00,,,徐筱菁,1080222,1080221,1080401
苗栗縣,16,徐維均,107年縣(市)議員選舉,首次申報,427000.00,112000.00,0.00,0.00,0.00,0.00,539000.00,350000.00,539000.00,0.00,140000.00,263980.00,0.00,60000.00,110675.00,0.00,8489.00,0.00,0.00,5500.00,588644.00,433980.00,588644.00,0.00,0.00,0.00,0.00,-49644.00,-49644.00,0.00,,,徐維均,1071123,1080129,1080214
苗栗縣,17,翁偉國,107年縣(市)議員選舉,首次申報,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,翁偉國,1071224,1080121,
苗栗縣,18,涂月華,107年縣(市)議員選舉,首次申報,66600.00,0.00,0.00,0.00,6600.00,1.00,73201.00,0.00,73201.00,0.00,0.00,16910.00,0.00,0.00,0.00,0.00,120280.00,0.00,0.00,0.00,137190.00,120000.00,137190.00,0.00,45.00,0.00,0.00,-63989.00,-63989.00,0.00,,,涂月華,1071221,1080223,1080322
苗栗縣,19,張可欣,107年縣(市)議員選舉,首次申報,862400.00,200000.00,0.00,0.00,0.00,33.00,1062433.00,978000.00,990033.00,72400.00,0.00,216120.00,0.00,2730.00,499142.00,2220.00,845541.00,0.00,0.00,0.00,1565753.00,1292292.00,1493353.00,72400.00,33.00,0.00,0.00,-503320.00,-503320.00,0.00,,,凌仁真,1071221,1080221,1080227
苗栗縣,20,張志宇,107年縣(市)議員選舉,首次申報,302800.00,50000.00,0.00,0.00,31200.00,0.00,384000.00,252000.00,384000.00,0.00,773155.00,852216.00,0.00,0.00,136607.00,0.00,105015.00,0.00,0.00,0.00,1866993.00,1507583.00,1866993.00,0.00,0.00,0.00,0.00,-1482993.00,-1482993.00,0.00,,,張君如,1071204,1071214,
苗栗縣,21,張佳玲,107年縣(市)議員選舉,首次申報,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,張佳玲,1071224,1080125,
苗栗縣,22,張梅蘭,107年縣(市)議員選舉,首次申報,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103065.00,0.00,7000.00,0.00,0.00,177976.00,0.00,0.00,0.00,288041.00,258520.00,288041.00,0.00,0.00,0.00,0.00,-288041.00,-288041.00,0.00,,,張梅蘭,1071122,1080131,1080316
苗栗縣,23,張淑芬,107年縣(市)議員選舉,首次申報,410000.00,255800.00,0.00,100000.00,0.00,1.00,765801.00,559200.00,603601.00,162200.00,0.00,631422.00,21004.00,0.00,520400.00,30000.00,176530.00,66200.00,0.00,0.00,1445556.00,1249460.00,1283356.00,162200.00,1.00,0.00,0.00,-679755.00,-679755.00,0.00,,,傅如君,1071224,1071227,
苗栗縣,24,張琦享,107年縣(市)議員選舉,首次申報,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,張琦享,1071224,1080131,
苗栗縣,25,許櫻萍,107年縣(市)議員選舉,首次申報,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,羅沛潼,1071224,1080102,
苗栗縣,26,許綉春,107年縣(市)議員選舉,首次申報,8540.00,0.00,0.00,0.00,0.00,0.00,8540.00,0.00,8540.00,0.00,0.00,318413.00,3250.00,122500.00,3200.00,5754.00,108875.00,0.00,0.00,99150.00,661142.00,489450.00,661142.00,0.00,0.00,0.00,0.00,-652602.00,-652602.00,0.00,,,許綉春,1071130,1080215,1080501
苗栗縣,27,陳光軒,107年縣(市)議員選舉,首次申報,821606.00,0.00,0.00,0.00,10000.00,18.00,831624.00,560000.00,831624.00,0.00,0.00,844156.00,0.00,0.00,0.00,0.00,3490.00,0.00,0.00,0.00,847646.00,687464.00,847646.00,0.00,0.00,3490.00,0.00,-12532.00,-16022.00,3490.00,,,古哲瑋,1071115,1071129,1071129
苗栗縣,28,陳品安,107年縣(市)議員選舉,首次申報,2134769.00,116000.00,0.00,0.00,148688.00,14.00,2399471.00,854000.00,2399471.00,0.00,817586.00,665547.00,143839.00,9124.00,462909.00,93907.00,351879.00,0.00,0.00,143220.00,2688011.00,1858610.00,2688011.00,0.00,11.00,0.00,0.00,-288540.00,-288540.00,0.00,,,張書豪,1071221,1080218,1080410
苗栗縣,29,陳春暖,107年縣(市)議員選舉,首次申報,760000.00,620000.00,0.00,0.00,0.00,18.00,1380018.00,1300000.00,1380018.00,0.00,408000.00,363400.00,225000.00,0.00,63800.00,16085.00,35459.00,300000.00,0.00,77100.00,1488844.00,1385000.00,1488844.00,0.00,18.00,0.00,0.00,-108826.00,-108826.00,0.00,,,陳春暖,1071221,1080129,1080215
苗栗縣,30,陳慧萍,107年縣(市)議員選舉,首次申報,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6000.00,0.00,6000.00,0.00,0.00,2470.00,0.00,0.00,0.00,14470.00,0.00,14470.00,0.00,0.00,0.00,0.00,-14470.00,-14470.00,0.00,,,陳慧萍,1071122,1080121,
苗栗縣,31,曾正生,107年縣(市)議員選舉,首次申報,73520.00,10000.00,0.00,0.00,0.00,0.00,83520.00,41000.00,58000.00,25520.00,0.00,303955.00,0.00,66000.00,102395.00,49863.00,77876.00,0.00,0.00,0.00,600089.00,263170.00,574569.00,25520.00,40.00,0.00,0.00,-516569.00,-516569.00,0.00,,,曾正生,1071120,1080220,1080410
苗栗縣,32,曾玟學,107年縣(市)議員選舉,首次申報,261285.00,16000.00,125400.00,0.00,17701.00,0.00,420386.00,125400.00,420386.00,0.00,42000.00,227818.00,0.00,0.00,0.00,8656.00,23326.00,120000.00,0.00,0.00,421800.00,320077.00,421800.00,0.00,0.00,0.00,0.00,-1414.00,-1414.00,0.00,,,曾玟學,1071206,1080107,1080118
苗栗縣,33,湯維岳,107年縣(市)議員選舉,首次申報,900000.00,50000.00,0.00,0.00,0.00,2.00,950002.00,950000.00,950002.00,0.00,180000.00,519663.00,86251.00,0.00,0.00,0.00,141988.00,0.00,0.00,116700.00,1044602.00,806036.00,1044602.00,0.00,2.00,0.00,0.00,-94600.00,-94600.00,0.00,,,湯維岳,1071221,1080128,
苗栗縣,34,黃月娥,107年縣(市)議員選舉,首次申報,560000.00,100000.00,0.00,0.00,0.00,0.00,660000.00,620000.00,660000.00,0.00,169000.00,82572.00,28963.00,5760.00,120448.00,47779.00,208230.00,0.00,0.00,0.00,662752.00,243701.00,662752.00,0.00,0.00,0.00,0.00,-2752.00,-2752.00,0.00,,,黃茹君,1071211,1080213,
苗栗縣,35,黃芳椿,107年縣(市)議員選舉,首次申報,170000.00,695000.00,0.00,0.00,0.00,0.00,865000.00,700000.00,865000.00,0.00,428700.00,645815.00,83768.00,70000.00,146500.00,0.00,96184.00,5000.00,0.00,181400.00,1657367.00,1345383.00,1657367.00,0.00,0.00,0.00,0.00,-792367.00,-792367.00,0.00,,,黃姵瑄,1080215,1080218,
苗栗縣,36,黃聲全,107年縣(市)議員選舉,首次申報,150000.00,270000.00,0.00,0.00,3000.00,32.00,423032.00,400000.00,423032.00,0.00,0.00,378100.00,75000.00,0.00,8000.00,0.00,0.00,50000.00,0.00,0.00,511100.00,483100.00,511100.00,0.00,32.00,0.00,0.00,-88068.00,-88068.00,0.00,,,王秋香,1071227,1071227,1080411
苗栗縣,37,楊文昌,107年縣(市)議員選舉,首次申報,128020.00,25700.00,0.00,0.00,0.00,1.00,153721.00,50000.00,140401.00,13320.00,387200.00,151240.00,67150.00,0.00,117988.00,98623.00,163942.00,5000.00,0.00,1600.00,992743.00,295265.00,979423.00,13320.00,1.00,0.00,0.00,-839022.00,-839022.00,0.00,,,楊文昌,1080215,1080219,1080516
苗栗縣,38,楊明燁,107年縣(市)議員選舉,首次申報,6000.00,6000.00,0.00,0.00,0.00,0.00,12000.00,0.00,12000.00,0.00,12000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12000.00,0.00,12000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,楊明燁,1071220,1080109,
苗栗縣,39,楊恭林,107年縣(市)議員選舉,首次申報,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,313490.00,30800.00,4200.00,11400.00,35631.00,385752.00,0.00,0.00,0.00,781273.00,520165.00,781273.00,0.00,0.00,0.00,0.00,-781273.00,-781273.00,0.00,,,徐儷育,1071125,1080220,1080223
苗栗縣,40,廖秀紅,107年縣(市)議員選舉,首次申報,361800.00,52000.00,0.00,0.00,0.00,0.00,413800.00,200000.00,413800.00,0.00,0.00,293766.00,24192.00,0.00,18000.00,0.00,248405.00,0.00,0.00,0.00,584363.00,408294.00,584363.00,0.00,0.00,0.00,0.00,-170563.00,-170563.00,0.00,,,廖秀紅,1071128,1080103,
苗栗縣,41,廖英利,107年縣(市)議員選舉,首次申報,170000.00,700000.00,0.00,0.00,0.00,4.00,870004.00,800000.00,870004.00,0.00,66675.00,223785.00,168750.00,0.00,142860.00,37483.00,157133.00,600000.00,0.00,0.00,1396686.00,1260050.00,1396686.00,0.00,4.00,0.00,0.00,-526682.00,-526682.00,0.00,,,陳素琴,1080218,1080221,1080311
苗栗縣,42,劉順松,107年縣(市)議員選舉,首次申報,691000.00,0.00,0.00,0.00,0.00,2.00,691002.00,420000.00,681002.00,10000.00,183400.00,397885.00,13100.00,3165.00,96230.00,61521.00,262854.00,0.00,0.00,0.00,1018155.00,624480.00,1008155.00,10000.00,2.00,0.00,0.00,-327153.00,-327153.00,0.00,,,魏惠美,1071221,1080212,1080313
苗栗縣,43,鄭秋風,107年縣(市)議員選舉,首次申報,410000.00,700000.00,0.00,0.00,147.00,0.00,1110147.00,1050000.00,1110147.00,0.00,503600.00,777430.00,304000.00,0.00,19500.00,0.00,0.00,0.00,0.00,0.00,1604530.00,1483830.00,1604530.00,0.00,0.00,0.00,0.00,-494383.00,-494383.00,0.00,,,鄭秋風,1071219,1071222,
苗栗縣,44,鄭碧玉,107年縣(市)議員選舉,首次申報,914000.00,220000.00,0.00,0.00,4000.00,13.00,1138013.00,900000.00,1118813.00,19200.00,502000.00,557058.00,44928.00,0.00,23600.00,9904.00,137932.00,0.00,0.00,0.00,1275422.00,1049445.00,1256222.00,19200.00,0.00,0.00,0.00,-137409.00,-137409.00,0.00,,,饒鳳珠,1071127,1071127,1071219
苗栗縣,45,鄭聚然,107年縣(市)議員選舉,首次申報,0.00,10000.00,0.00,0.00,147.00,3.00,10150.00,0.00,10150.00,0.00,0.00,80000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80000.00,80000.00,80000.00,0.00,10150.00,0.00,0.00,-69850.00,-69850.00,0.00,,,鄭聚然,1071221,1080211,1080315
苗栗縣,46,黎煥強,107年縣(市)議員選舉,首次申報,555200.00,42000.00,0.00,0.00,0.00,45.00,597245.00,210000.00,597245.00,0.00,0.00,428153.00,0.00,7703.00,40886.00,0.00,36058.00,10000.00,0.00,0.00,522800.00,394813.00,522800.00,0.00,205045.00,0.00,0.00,74445.00,74445.00,0.00,,,黎煥強,1071222,1080219,1080429
苗栗縣,47,謝文禓,107年縣(市)議員選舉,首次申報,0.00,300000.00,0.00,0.00,5000.00,75.00,305075.00,300000.00,305075.00,0.00,0.00,464000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,464000.00,464000.00,464000.00,0.00,0.00,0.00,0.00,-158925.00,-158925.00,0.00,,,謝文禓,1071221,1080125,
苗栗縣,48,謝庚霖,107年縣(市)議員選舉,首次申報,97549.00,120000.00,0.00,0.00,0.00,61.00,217610.00,60000.00,217610.00,0.00,18975.00,138060.00,15032.00,0.00,3850.00,0.00,55232.00,0.00,0.00,2000.00,233149.00,85380.00,233149.00,0.00,61.00,0.00,0.00,-15539.00,-15539.00,0.00,,,湯小姐,1071222,1080213,
苗栗縣,49,謝芳紋,107年縣(市)議員選舉,首次申報,100000.00,40000.00,0.00,0.00,0.00,5.00,140005.00,100000.00,140005.00,0.00,0.00,110500.00,0.00,0.00,0.00,0.00,0.00,30000.00,0.00,0.00,140500.00,110000.00,140500.00,0.00,0.00,0.00,0.00,-495.00,-495.00,0.00,,,羅沛潼,1071228,1071224,1080111
苗栗縣,50,謝建宇,107年縣(市)議員選舉,首次申報,65000.00,60000.00,0.00,0.00,1.00,2.00,125003.00,50000.00,125003.00,0.00,156000.00,0.00,0.00,0.00,0.00,0.00,0.00,50000.00,0.00,0.00,206000.00,206000.00,206000.00,0.00,343.00,0.00,0.00,-80997.00,-80997.00,0.00,,,謝建宇,1080223,1080221,1080410
苗栗縣,51,鍾東錦,107年縣(市)議員選舉,首次申報,128000.00,370000.00,0.00,0.00,0.00,7.00,498007.00,450000.00,498007.00,0.00,972700.00,526181.00,82462.00,26500.00,380560.00,5000.00,485871.00,0.00,0.00,0.00,2479274.00,1940575.00,2479274.00,0.00,98007.00,0.00,0.00,-1981267.00,-1981267.00,0.00,,,黃郁文,1071221,1080126,1080408
苗栗縣,52,鍾道明,107年縣(市)議員選舉,首次申報,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,鍾道明,1071222,1071222,1071228
苗栗縣,53,韓茂賢,107年縣(市)議員選舉,首次申報,430000.00,210000.00,0.00,0.00,0.00,0.00,640000.00,600000.00,640000.00,0.00,261900.00,792757.00,0.00,0.00,0.00,11458.00,0.00,0.00,0.00,0.00,1066115.00,959587.00,1066115.00,0.00,0.00,0.00,0.00,-426115.00,-426115.00,0.00,,,彭瑞嬌,1071127,1080107,
苗栗縣,54,羅貴星,107年縣(市)議員選舉,首次申報,669000.00,400000.00,0.00,0.00,0.00,58.00,1069058.00,1066000.00,1069058.00,0.00,0.00,761975.00,81001.00,0.00,361520.00,0.00,126453.00,50000.00,0.00,189700.00,1570649.00,1233783.00,1570649.00,0.00,58.00,0.00,0.00,-501591.00,-501591.00,0.00,,,李春鳳,1080116,1080221,1080403
苗栗縣,55,温宜靜,107年縣(市)議員選舉,首次申報,6000.00,0.00,0.00,0.00,0.00,0.00,6000.00,0.00,6000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7356.00,0.00,0.00,0.00,7356.00,0.00,7356.00,0.00,5940.00,0.00,0.00,-1356.00,-1356.00,0.00,,,温宜靜,1071122,1080211,1080211
金門縣,1,王秀玉,107年縣(市)議員選舉,首次申報,0.00,200000.00,0.00,0.00,0.00,24.00,200024.00,200000.00,200024.00,0.00,165000.00,234965.00,0.00,79760.00,68370.00,2945.00,26877.00,0.00,0.00,2250.00,580167.00,325125.00,580167.00,0.00,24.00,0.00,0.00,-380143.00,-380143.00,0.00,,,王秀玉,1071221,1080213,1080218
金門縣,2,吳金鏷,107年縣(市)議員選舉,首次申報,21666.00,0.00,0.00,0.00,147.00,8.00,21821.00,0.00,21821.00,0.00,0.00,21821.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21821.00,0.00,21821.00,0.00,21821.00,0.00,0.00,0.00,0.00,0.00,,,吳金鏷,1071221,1080113,
金門縣,3,李志鴻,107年縣(市)議員選舉,首次申報,37000.00,0.00,0.00,0.00,0.00,0.00,37000.00,0.00,37000.00,0.00,0.00,39500.00,0.00,0.00,0.00,0.00,120000.00,0.00,0.00,0.00,159500.00,120000.00,159500.00,0.00,37000.00,0.00,0.00,-122500.00,-122500.00,0.00,,,李志鴻,1071117,1080221,
金門縣,4,李彥辛,107年縣(市)議員選舉,首次申報,6600.00,0.00,0.00,0.00,0.00,0.00,6600.00,0.00,6600.00,0.00,0.00,9820.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9820.00,0.00,9820.00,0.00,6600.00,0.00,0.00,-3220.00,-3220.00,0.00,,,李彥辛,1071116,1080114,
金門縣,5,李應文,107年縣(市)議員選舉,首次申報,302700.00,0.00,0.00,0.00,2000.00,0.00,304700.00,243500.00,257600.00,47100.00,0.00,321635.00,0.00,0.00,170560.00,0.00,59470.00,0.00,0.00,0.00,551665.00,408945.00,504565.00,47100.00,0.00,65000.00,0.00,-181965.00,-246965.00,65000.00,,,許慧芬,1071204,1071214,
金門縣,6,唐麗輝,107年縣(市)議員選舉,首次申報,53000.00,0.00,0.00,0.00,0.00,0.00,53000.00,0.00,53000.00,0.00,0.00,945000.00,0.00,156800.00,175000.00,0.00,197125.00,0.00,0.00,79500.00,1553425.00,1463100.00,1553425.00,0.00,53000.00,0.00,0.00,-1500425.00,-1500425.00,0.00,,,唐麗輝,1071130,1080130,1080222
金門縣,7,徐銀磯,107年縣(市)議員選舉,首次申報,280288.00,20000.00,150000.00,0.00,2000.00,0.00,452288.00,250000.00,449088.00,3200.00,160000.00,396640.00,0.00,0.00,35000.00,72091.00,65820.00,26600.00,0.00,0.00,756151.00,561640.00,752951.00,3200.00,0.00,0.00,0.00,-303863.00,-303863.00,0.00,,,陳韻如,1080123,1080118,1080128
金門縣,8,翁文奧,107年縣(市)議員選舉,首次申報,425100.00,20000.00,0.00,0.00,8000.00,0.00,453100.00,216000.00,453100.00,0.00,0.00,587938.00,0.00,0.00,4500.00,0.00,32800.00,0.00,0.00,0.00,625238.00,563180.00,625238.00,0.00,3100.00,0.00,0.00,-172138.00,-172138.00,0.00,,,翁文奧,1071130,1080211,1080514
金門縣,9,翁銘駿,107年縣(市)議員選舉,首次申報,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,翁銘駿,1071224,1080125,
金門縣,10,莊旭英,107年縣(市)議員選舉,首次申報,33900.00,0.00,150000.00,0.00,19035.00,12.00,202947.00,150000.00,202947.00,0.00,20000.00,106000.00,40000.00,0.00,10000.00,5000.00,21947.00,0.00,0.00,0.00,202947.00,156500.00,202947.00,0.00,1447.00,0.00,0.00,0.00,0.00,0.00,,,莊旭英,1071221,1080223,1080225
金門縣,11,許玉昭,107年縣(市)議員選舉,首次申報,52600.00,200000.00,0.00,0.00,0.00,0.00,252600.00,200000.00,252600.00,0.00,61500.00,150840.00,0.00,13580.00,0.00,11318.00,384415.00,0.00,0.00,95860.00,717513.00,208900.00,717513.00,0.00,0.00,0.00,0.00,-464913.00,-464913.00,0.00,,,許玉昭,1071201,1080108,1080109
金門縣,12,郭金堡,107年縣(市)議員選舉,首次申報,330000.00,0.00,0.00,0.00,2000.00,227.00,332227.00,300000.00,332227.00,0.00,0.00,27350.00,0.00,0.00,0.00,0.00,0.00,100000.00,0.00,0.00,127350.00,100000.00,127350.00,0.00,332227.00,0.00,0.00,204877.00,204877.00,0.00,,,郭金堡,1071221,1080211,1080321
金門縣,13,陳志龍,107年縣(市)議員選舉,首次申報,50000.00,168000.00,0.00,0.00,2110.00,32.00,220142.00,218000.00,220142.00,0.00,0.00,126500.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,126530.00,126500.00,126530.00,0.00,93612.00,0.00,0.00,93612.00,93612.00,0.00,,,陳志龍,1071221,1080219,1080220
金門縣,14,陳苗生,107年縣(市)議員選舉,首次申報,129500.00,0.00,0.00,0.00,147.00,0.00,129647.00,80000.00,129647.00,0.00,0.00,0.00,0.00,0.00,120000.00,0.00,10000.00,0.00,0.00,0.00,130000.00,120000.00,130000.00,0.00,47.00,0.00,0.00,-353.00,-353.00,0.00,,,陳苗生,1071210,1080225,1080318
金門縣,15,楊霈璿,107年縣(市)議員選舉,首次申報,20100.00,0.00,0.00,0.00,6747.00,0.00,26847.00,0.00,26847.00,0.00,0.00,27000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27000.00,0.00,27000.00,0.00,26847.00,0.00,0.00,-153.00,-153.00,0.00,,,楊霈璿,1071120,1080117,
金門縣,16,董森堡,107年縣(市)議員選舉,首次申報,514711.00,40000.00,0.00,0.00,25200.00,490.00,580401.00,349000.00,580401.00,0.00,0.00,69129.00,0.00,110890.00,40350.00,0.00,0.00,0.00,0.00,0.00,220369.00,90000.00,220369.00,0.00,370401.00,0.00,0.00,360032.00,360032.00,0.00,,,董森堡,1071221,1080129,1080507
金門縣,17,歐陽儀雄,107年縣(市)議員選舉,首次申報,127000.00,80000.00,0.00,0.00,0.00,0.00,207000.00,140000.00,207000.00,0.00,48800.00,271100.00,0.00,0.00,5530.00,0.00,6692.00,0.00,0.00,0.00,332122.00,250000.00,332122.00,0.00,100.00,0.00,0.00,-125122.00,-125122.00,0.00,,,歐陽儀雄,1071214,1071217,1071218
金門縣,18,盧冠宇,107年縣(市)議員選舉,首次申報,65000.00,0.00,0.00,200000.00,2827.00,0.00,267827.00,200000.00,267827.00,0.00,90000.00,191859.00,0.00,0.00,0.00,0.00,44792.00,0.00,0.00,0.00,326651.00,273100.00,326651.00,0.00,267827.00,16500.00,0.00,-42324.00,-58824.00,16500.00,,,盧冠宇,1071130,1071218,1071226
雲林縣,1,丁春樹,107年縣(市)議員選舉,首次申報,6000.00,0.00,0.00,0.00,0.00,0.00,6000.00,0.00,6000.00,0.00,6000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6000.00,0.00,6000.00,0.00,5980.00,0.00,0.00,0.00,0.00,0.00,,,丁春樹,1071224,1080219,1080227
雲林縣,2,王鈺齊,107年縣(市)議員選舉,首次申報,176666.00,200000.00,0.00,0.00,0.00,0.00,376666.00,350000.00,376666.00,0.00,0.00,352900.00,0.00,0.00,23800.00,67772.00,98382.00,0.00,0.00,0.00,542854.00,413655.00,542854.00,0.00,126586.00,0.00,0.00,-166188.00,-166188.00,0.00,,,王鈺齊,1071210,1080222,
雲林縣,3,江文登,107年縣(市)議員選舉,首次申報,972200.00,112000.00,0.00,55000.00,1000.00,74.00,1140274.00,856000.00,1114874.00,25400.00,362470.00,429642.00,87286.00,50000.00,244725.00,0.00,53348.00,0.00,0.00,0.00,1227471.00,897705.00,1202071.00,25400.00,6074.00,0.00,0.00,-87197.00,-87197.00,0.00,,,程英綢,1071221,1080208,1080215
雲林縣,4,江宗保,107年縣(市)議員選舉,首次申報,421000.00,100000.00,0.00,0.00,0.00,1.00,521001.00,480000.00,521001.00,0.00,100000.00,518009.00,0.00,0.00,0.00,0.00,16040.00,100000.00,0.00,0.00,734049.00,718009.00,734049.00,0.00,986.00,0.00,0.00,-213048.00,-213048.00,0.00,,,江宗保,1080219,1080116,1080508
